v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_multiplier,std_multiplier,mean_rank,p10_rank,p90_rank,mean_regret,max_regret,p90_regret,prob_best_response,label,group
27,61783.473090202904,20601.4805808906,39228.61741978316,47249.16730021314,63290.26706107301,79331.36682193288,87351.91670236288,0.22754503401360543,0.041936115151178247,42.187866666666665,39.0,45.0,151341.21632343603,231643.75632482237,180333.3372817723,0.0,Nash weight = 23%,nash_weight
28,63935.148437095515,20757.270466466845,37606.27892124164,45481.00062202745,61230.44402359896,76979.88742517047,92729.33082674202,0.2362198639455782,0.04303570647628117,41.656533333333336,38.0,45.0,149189.54097654342,230995.8371659014,177852.412313057,0.0,Nash weight = 23%,nash_weight
29,65348.36856196022,20863.06945780152,35997.60979934284,51457.85425765171,66918.0987159605,82378.34317426936,90108.46540342376,0.2436234013605442,0.04406418580077849,41.203066666666665,38.0,45.0,147776.32085167873,228390.64807553362,176797.90843254316,0.0,Nash weight = 23%,nash_weight
30,67002.73878268937,20927.670306911343,41992.03328722883,49579.00510473222,64752.948739739004,79926.89237474585,95100.83600975265,0.25178013605442173,0.045034601172565,40.703466666666664,37.0,44.0,146121.95063094955,229124.62950384468,174608.94790480786,0.0,Nash weight = 23%,nash_weight
31,77899.24314059553,21983.137514139602,47700.15595181275,62587.79876351752,77475.44157522236,92363.08438692713,107250.72719863197,0.28052136054421767,0.048215607012765296,38.94306666666667,35.0,43.0,135225.4462730434,220040.15954546357,163935.8025470064,0.0,Nash weight = 23%,nash_weight
32,83939.57019381756,22332.262783707018,53121.97779309466,67723.31978149741,82324.66176990024,96926.00375830298,111527.3457467058,0.29952979591836737,0.04994176182825974,37.7788,34.0,42.0,129185.11921982135,221632.70787508102,158295.33677746612,0.0,Nash weight = 23%,nash_weight
33,99920.9489540615,23330.518280970915,72572.53997617534,86887.58114127608,101202.62230637687,115517.66347147766,129832.70463657839,0.34197442176870746,0.05321764939697671,35.179066666666664,31.0,39.0,113203.74045957743,197375.45719579418,142753.94680429084,0.0,Nash weight = 23%,nash_weight
34,118673.91818135566,23789.93439962354,91196.54443583911,105228.49916238216,119260.45388892514,133292.4086154682,147324.36334201123,0.3925126530612245,0.05536036850290517,32.0836,28.0,36.0,94450.77123228325,183678.08912056265,123027.26352781273,0.0,Nash weight = 23%,nash_weight
35,145729.35104824504,24275.099762083468,115875.24481114664,129626.56044315881,143377.876075171,164004.8495231892,177756.1651552014,0.4647673469387755,0.0576422169320772,27.658,23.0,32.0,67395.3383653939,151319.09778529062,94650.14202623421,0.00013333333333333334,Nash weight = 23%,nash_weight
36,167785.36682952385,23556.24123191415,139431.38880833075,152902.06534581204,166372.74188329332,186578.75668951526,200049.43322699654,0.5279140136054422,0.05710057583406002,23.790266666666668,19.0,28.0,45339.32258411508,127998.36885863962,70831.09636212283,0.002533333333333333,Nash weight = 23%,nash_weight
37,177951.54609281375,22796.169805740614,148674.93898444096,161864.97642739138,175055.01387034185,194840.07003476747,208030.10747771797,0.5643134693877551,0.056433860144085336,21.5608,17.0,26.0,35173.143320825184,112948.46265881768,59092.017848508694,0.007733333333333333,Nash weight = 23%,nash_weight
38,184197.57139096686,22098.730441681833,157357.21097148943,170266.60931990904,183176.0076683286,196085.4060167482,208994.80436516777,0.5923798639455782,0.055896578494231186,19.841733333333334,16.0,24.0,28927.118022672053,103283.95384091118,50825.01506938174,0.014133333333333333,Nash weight = 23%,nash_weight
39,187920.82164562866,21297.327428122284,159236.798913915,171869.96413135892,190819.71195752482,203452.87717496871,216086.04239241267,0.6149561904761904,0.05504740296345052,18.458933333333334,14.0,23.0,25203.86776801026,87804.38472262691,44456.38303421164,0.015466666666666667,Nash weight = 23%,nash_weight
40,195889.86803713004,20055.373172394404,167046.70404154676,185584.50082801338,197943.03201899113,210301.56320996888,222660.09440094663,0.6496772789115647,0.052989252360043156,16.332266666666666,12.0,21.0,17234.821376508906,72031.8499767688,32512.936045890732,0.048933333333333336,Nash weight = 23%,nash_weight
41,205368.59598105107,18608.15975602654,180349.289698502,192433.18686301357,204517.08402752515,216600.9811920367,228684.87835654832,0.6900560544217686,0.0502828989287564,13.859066666666667,10.0,18.0,7756.093432587868,62053.258517658396,18915.418572857627,0.2601333333333333,Nash weight = 23%,nash_weight
42,206217.31582197457,17677.106972554946,181018.7101380133,192827.9732760587,204637.2364141041,216446.49955214944,228255.76269019488,0.708450612244898,0.0488778723531965,12.7324,9.0,17.0,6907.373591664377,52401.46045749498,16433.864950510004,0.17613333333333334,Nash weight = 23%,nash_weight
43,206163.73472341106,16809.303555375278,181413.4965510584,192948.12566263767,204482.75477421688,216017.38388579612,227552.01299737534,0.7251668027210884,0.04758499062477052,11.708533333333333,8.0,16.0,6960.954690227903,45278.14039602861,14687.879648982658,0.12426666666666666,Nash weight = 23%,nash_weight
44,205173.79285859712,15807.584870186836,187292.9368430189,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.7395798639455782,0.04581572165633575,10.825733333333334,7.0,14.0,7950.896555041808,37788.48944780018,15524.46372167833,0.08906666666666667,Nash weight = 23%,nash_weight
45,203014.94238010576,15059.543024544051,181643.1050134232,192640.99723957977,203638.88946573637,214636.78169189295,220135.72780497128,0.7512087074829933,0.04471222033106999,10.113466666666667,7.0,14.0,10109.747033533184,39540.91689274338,19004.04030855614,0.04533333333333334,Nash weight = 23%,nash_weight
46,204728.70905434215,13724.457473706658,186722.92413617537,197452.5750885233,202817.40056469722,213547.05151704513,224276.70246939303,0.7752043537414967,0.041767020395363896,8.643733333333333,5.0,12.0,8395.980359296806,42322.43275126949,19148.406103513407,0.16946666666666665,Nash weight = 23%,nash_weight
47,200625.03780973135,13116.69512274548,180804.85103277102,191266.26071131023,201727.6703898494,212189.0800683886,217419.78490765824,0.7822726530612245,0.040940968957998175,8.2108,5.0,12.0,12499.651603907549,48374.62649157821,23348.990613401635,0.027866666666666668,Nash weight = 23%,nash_weight
48,195948.53784593544,12500.682531652254,180022.08877826118,190216.97359945838,195314.41601005694,205509.30083125414,210606.7432418527,0.787745306122449,0.040038270094553,7.8756,5.0,11.0,17176.151567703517,52890.51727448101,28648.247682181172,0.0056,Nash weight = 23%,nash_weight
49,190828.2222963149,12023.01590960018,174124.0865018955,184057.5640199851,193991.04153807467,198957.78029711943,203924.5190561642,0.791644081632653,0.03952173585577246,7.6368,5.0,11.0,22296.467117324006,58698.696631396684,34693.83681847365,0.0009333333333333333,Nash weight = 23%,nash_weight
50,189531.0756904111,10846.523614068701,173062.11933302085,182734.18954800276,192406.25976298473,197242.2948704757,202078.32997796664,0.8086606802721088,0.03661803437845712,6.594533333333334,4.0,10.0,23593.61372322785,61579.278281759674,37484.53206832844,0.007466666666666667,Nash weight = 23%,nash_weight
51,186155.25306450255,9986.01087034861,171738.74486103855,181149.40777291288,185854.73922885003,195265.40214072433,199970.7335966615,0.819410068027211,0.03464940008917713,5.936133333333333,3.0,9.0,26969.43634913639,68130.79881589438,41510.686628033756,0.0044,Nash weight = 23%,nash_weight
52,180425.527382724,9543.714006673019,170153.9630859486,174728.59089033198,179303.2186947153,188452.47430348198,193027.10210786536,0.8223727891156462,0.034060855996887206,5.754666666666667,3.0,8.0,32699.162030914922,74682.31935002911,47914.33888396053,0.0004,Nash weight = 23%,nash_weight
53,174707.18686837365,9126.70201833964,163971.76932197926,168417.93595724116,177310.26922776498,181756.43586302688,186202.60249828882,0.825135238095238,0.03351367416360496,5.585466666666667,3.0,8.0,38417.50254526529,81121.43545224133,53862.4233299515,0.0,Nash weight = 23%,nash_weight
54,168990.71231541768,8701.66799504761,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,179453.9567126234,0.8277953741496599,0.03289272151100003,5.422533333333333,3.0,8.0,44133.97709822127,87488.98124059857,59632.68539633122,0.0,Nash weight = 23%,nash_weight
55,163241.226033806,8312.391526665053,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,172705.31092695802,0.8304881632653061,0.0323733965505701,5.2576,3.0,8.0,49883.46337983295,92231.25892312502,65647.18330264941,0.0,Nash weight = 23%,nash_weight
18,11653.222926852206,6379.227007711793,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,16609.263773918385,0.10767129251700677,0.011140692806840664,49.53013333333333,49.0,50.0,200352.33781736356,250518.3253612382,220995.16751612467,0.0,Nash weight = 28%,nash_weight
19,11223.259390118103,6684.223708682018,6342.9623117316005,6342.9623117316005,6342.9623117316005,15541.813301402057,24740.66429107258,0.10866176870748298,0.01186345806899514,49.46946666666667,48.0,50.0,200782.3013540976,251435.95822357683,221912.8003784633,0.0,Nash weight = 28%,nash_weight
20,16915.043494357888,10091.821647617251,5434.204855090764,5434.204855090764,14484.687280411694,23535.169705732682,32585.652131053546,0.1207107482993197,0.01820504447389124,48.73146666666667,47.0,50.0,195090.51724985783,247418.46783048072,216916.92626608146,0.0,Nash weight = 28%,nash_weight
21,22373.592215440243,12231.395367317722,4525.447398449949,13427.561259421353,22329.675120392814,31231.788981364167,40133.902842335636,0.13273360544217683,0.022432453012142424,47.995066666666666,46.0,50.0,189631.96852877547,247348.84156783577,212397.1518184113,0.0,Nash weight = 28%,nash_weight
22,24042.09563392686,13000.678954590288,12370.43523843099,12370.43523843099,21124.180535052932,29877.92583167476,38631.6711282967,0.13809523809523805,0.024247447891132576,47.666666666666664,46.0,49.0,187963.46511028887,243194.03416150663,211233.29030782715,0.0,Nash weight = 28%,nash_weight
23,27496.007008369914,14129.933514499491,11313.309217440634,19918.68594971305,28524.06268198535,37129.439414257766,45734.81614653014,0.14702911564625848,0.02680798287520683,47.11946666666667,45.0,49.0,184509.5537358458,241539.36346813085,208766.19240683527,0.0,Nash weight = 28%,nash_weight
24,32275.811748829252,15356.136059194587,10263.495237957715,18721.52965732025,27179.56407668267,44095.63291540768,52553.667334770216,0.15881687074829928,0.029641925419728335,46.397466666666666,44.0,49.0,179729.7489953865,242589.17744761377,204854.59561155728,0.0,Nash weight = 28%,nash_weight
25,43711.25899950159,17901.603307661615,25848.88193742954,34161.08817714789,42473.29441686619,59097.70689630284,67409.91313602113,0.1840642176870748,0.03516167260314592,44.85106666666667,42.0,47.0,168294.30174471418,237586.2546453228,195242.45540548518,0.0,Nash weight = 28%,nash_weight
26,54229.66088154212,19755.57354379003,32684.577858250545,40850.95591832466,49017.333978398834,65350.090098547065,81682.84621869528,0.20837986394557817,0.03949608674157018,43.36173333333333,40.0,46.0,157775.89986267363,225615.60830009554,186018.45624017972,0.0,Nash weight = 28%,nash_weight
27,57687.645617930015,20164.0694561,31208.067539353215,45244.02983010565,55269.717180643085,71310.81694150296,87351.91670236288,0.21920761904761898,0.04104572655868844,42.69853333333333,39.0,46.0,154317.91512628575,225150.8344517596,182720.8204122196,0.0,Nash weight = 28%,nash_weight
28,59664.94934948274,20286.968270582965,37606.27892124164,45481.00062202745,61230.44402359896,69105.16572438471,84854.60912595628,0.22736653061224488,0.042060636690978405,42.1988,39.0,45.0,152340.611394733,220178.28044033324,180960.56504502715,0.0,Nash weight = 28%,nash_weight
29,61144.21275226411,20414.876584284815,35997.60979934284,43727.732028497296,59187.9764868061,74648.22094511491,90108.46540342376,0.23474394557823125,0.043117572739207154,41.74693333333333,38.0,45.0,150861.34799195162,219199.58158666786,179460.66079358928,0.0,Nash weight = 28%,nash_weight
30,62831.927475547156,20594.899529929953,34405.06146972538,49579.00510473222,64752.948739739004,72339.92055724241,87513.86419224925,0.24280489795918364,0.04431850621295107,41.2532,38.0,45.0,149173.63326866858,219855.52427423606,177698.99437530315,0.0,Nash weight = 28%,nash_weight
31,72841.41462269904,21388.935700127677,47700.15595181275,55143.977357665135,70031.62016936991,84919.26298107475,99806.90579277952,0.2694280272108843,0.04691234440376585,39.62253333333334,36.0,43.0,139164.1461215167,221161.7717805515,167758.11464111938,0.0,Nash weight = 28%,nash_weight
32,78608.1335224521,21920.886570634553,53121.97779309466,60422.64878729604,75023.99077569884,89625.3327641016,104226.67475250442,0.287607074829932,0.049021798945230004,38.50906666666667,35.0,42.0,133397.42722176365,207866.67729846414,162336.29279983748,0.0,Nash weight = 28%,nash_weight
33,94124.31161827338,22577.27241374529,65415.01939362491,79730.0605587257,94045.10172382646,108360.14288892725,122675.18405402798,0.3287521088435374,0.05149947177276037,35.988933333333335,32.0,40.0,117881.24912594237,190784.36929283032,146340.66300133927,0.0,Nash weight = 28%,nash_weight
34,111788.90572886524,23446.857157998715,84180.56707256762,98212.52179911066,112244.4765256537,126276.43125219666,140308.3859787397,0.3764908843537415,0.054562010583868156,33.064933333333336,29.0,37.0,100216.6550153505,180540.84768935686,129339.49119826467,0.0,Nash weight = 28%,nash_weight
35,137569.32035220903,23683.06964962778,108999.58699514062,122750.90262715271,136502.2182591649,150253.53389117704,170880.50733919526,0.44539102040816325,0.05623641722344755,28.8448,24.0,33.0,74436.24039200672,144137.7181869333,101525.79984224032,0.0,Nash weight = 28%,nash_weight
36,159109.35309428343,23401.515893360516,125960.71227084944,146166.72707707138,159637.40361455266,173108.08015203397,186578.75668951526,0.5068832653061225,0.05672551999044932,25.0784,21.0,30.0,52896.20764993234,127585.35010120695,78365.94205862415,0.0008,Nash weight = 28%,nash_weight
37,169640.94316792546,22723.964720498156,142079.92026296572,155269.95770591617,168459.99514886664,188245.05131329226,201435.0887562427,0.5437398639455783,0.05625511030509973,22.820933333333333,18.0,27.0,42364.6175762903,111865.53016067753,66819.90192915694,0.0021333333333333334,Nash weight = 28%,nash_weight
38,176887.40941953516,22030.615246442158,150902.51179727967,163811.91014569928,176721.30849411883,189630.70684253838,202540.105190958,0.5738895238095238,0.05572428776615465,20.974266666666665,17.0,25.0,35118.151324680584,103467.9391470906,57989.15337028584,0.004933333333333333,Nash weight = 28%,nash_weight
39,181979.86514937202,21225.37157655103,152920.21630519303,165553.38152263698,184503.12934880282,197136.29456624683,209769.45978369072,0.599600544217687,0.05486141799560002,19.399466666666665,15.0,24.0,30025.695594843695,98526.33086418387,50481.1669898133,0.0084,Nash weight = 28%,nash_weight
40,191068.3930684899,20245.499945976124,167046.70404154676,179405.2352325245,191763.7664235023,204122.29761448002,216480.82880545774,0.636938231292517,0.05349159532315441,17.11253333333333,13.0,21.0,20937.167675725832,81947.06080980177,37885.267808759265,0.032933333333333335,Nash weight = 28%,nash_weight
41,201526.7222758807,18777.770623909255,174307.34111624619,186391.23828075783,204517.08402752515,216600.9811920367,222642.9297742925,0.6796745578231292,0.050741220774590895,14.494933333333334,11.0,19.0,10478.838468335054,63407.504729822074,23842.8473944648,0.19053333333333333,Nash weight = 28%,nash_weight
42,203673.60054203958,17591.47454497448,181018.7101380133,192827.9732760587,204637.2364141041,216446.49955214944,228255.76269019488,0.7014171428571429,0.04864109543765988,13.1632,9.0,17.0,8331.960202176164,50242.23608609999,19642.78960052031,0.1592,Nash weight = 28%,nash_weight
43,204645.7775323272,16677.016515303858,181413.4965510584,192948.12566263767,204482.75477421688,216017.38388579612,227552.01299737534,0.7208696598639456,0.047210502916767635,11.971733333333333,8.0,16.0,7359.783211888536,45278.14039602861,16039.078537464899,0.14213333333333333,Nash weight = 28%,nash_weight
44,204572.18132969894,15759.150586683263,181659.87009303627,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.7378361904761905,0.04567534273888272,10.932533333333334,7.0,15.0,7433.37941451676,39677.38230939771,15524.46372167833,0.11573333333333333,Nash weight = 28%,nash_weight
45,203223.16913958767,14824.208857630787,181643.1050134232,192640.99723957977,203638.88946573637,214636.78169189295,220135.72780497128,0.7518269387755102,0.044013506359118416,10.0756,7.0,14.0,8782.391604628092,35667.09544894693,17089.499831658206,0.06666666666666667,Nash weight = 28%,nash_weight
46,205116.40710875366,13483.646001683906,186722.92413617537,197452.5750885233,208182.22604087117,213547.05151704513,224276.70246939303,0.7763842176870749,0.04103416973932296,8.571466666666666,5.0,12.0,6889.153635462107,35295.04190451611,15814.949945585045,0.20573333333333332,Nash weight = 28%,nash_weight
47,201440.3303373455,12753.965511102784,186035.5558720406,191266.26071131023,201727.6703898494,212189.0800683886,217419.78490765824,0.7848174149659864,0.039808785764637346,8.054933333333333,5.0,11.0,10565.2304068702,42286.080103155226,20623.46073132282,0.04106666666666667,Nash weight = 28%,nash_weight
48,196961.90939716244,12143.553395200941,180022.08877826118,190216.97359945838,195314.41601005694,205509.30083125414,210606.7432418527,0.7909910204081634,0.038894425925431284,7.6768,5.0,11.0,15043.651347053323,49232.384197631734,25800.41028633775,0.010666666666666666,Nash weight = 28%,nash_weight
49,192031.49753967286,11592.496774840025,179090.82526094033,184057.5640199851,193991.04153807467,198957.78029711943,208891.25781520896,0.795599455782313,0.03810654488765102,7.394533333333333,4.0,10.0,19974.063204542897,56045.31203487408,31159.24406906616,0.0014666666666666667,Nash weight = 28%,nash_weight
50,190626.59884342804,10425.564519491458,177898.1544405118,182734.18954800276,192406.25976298473,197242.2948704757,202078.32997796664,0.8123591836734694,0.03519686985186541,6.368,4.0,9.0,21378.9619007877,61652.3263973516,34318.1443299127,0.012266666666666667,Nash weight = 28%,nash_weight
51,187069.3421220093,9594.301046557654,176444.0763169757,181149.40777291288,185854.73922885003,195265.40214072433,199970.7335966615,0.8225817687074831,0.03329024771295704,5.741866666666667,3.0,8.0,24936.218622206477,64965.83625342153,38279.28931164829,0.004933333333333333,Nash weight = 28%,nash_weight
52,181431.94549968833,9173.010801106395,170153.9630859486,174728.59089033198,183877.84649909864,188452.47430348198,193027.10210786536,0.8259646258503401,0.03273784186490874,5.534666666666666,3.0,8.0,30573.61524452739,71909.46774221768,44807.03185744968,0.0004,Nash weight = 28%,nash_weight
53,175703.72101689034,8736.656974236728,163971.76932197926,168417.93595724116,177310.26922776498,181756.43586302688,186202.60249828882,0.8287945578231292,0.03208141062624758,5.3613333333333335,3.0,8.0,36301.8397273254,78733.96735179421,50601.0349798532,0.0,Nash weight = 28%,nash_weight
54,169995.63066387517,8328.297023391164,157858.29019849413,166496.55680414583,170815.69010697168,175134.82340979754,179453.9567126234,0.8315940136054422,0.031481361367407264,5.189866666666667,3.0,8.0,42009.9300803406,85482.61313745964,56146.37297014668,0.0,Nash weight = 28%,nash_weight
55,164256.83211996578,7926.097718028129,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,172705.31092695802,0.834443537414966,0.03086893870448372,5.015333333333333,3.0,8.0,47748.72862424998,92231.25892312502,62403.29310671904,0.0,Nash weight = 28%,nash_weight
18,12109.4379545248,6696.663609111076,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,16609.263773918385,0.10846802721088433,0.011695064622981045,49.48133333333333,49.0,50.0,200477.4988688406,263717.9232582687,221424.2831824781,0.0,Just-above weight = 10%,just_above_weight
19,11764.151828310729,7004.949020635212,6342.9623117316005,6342.9623117316005,6342.9623117316005,15541.813301402057,24740.66429107258,0.10962176870748297,0.012432695643297142,49.410666666666664,48.0,50.0,200822.78499505468,264635.5561206073,222341.91604481672,0.0,Just-above weight = 10%,just_above_weight
20,18489.827436363732,10743.412826131937,5434.204855090764,14484.687280411694,14484.687280411694,23535.169705732682,32585.652131053546,0.1235515646258503,0.01938047610535054,48.55746666666667,47.0,50.0,194097.10938700166,265544.31357724813,217208.72491920175,0.0,Just-above weight = 10%,just_above_weight
21,22652.525116417346,12566.86559294439,4525.447398449949,13427.561259421353,22329.675120392814,31231.788981364167,40133.902842335636,0.13324517006802716,0.023047707433028124,47.96373333333333,46.0,50.0,189934.411706948,266453.07103388896,213622.16768338002,0.0,Just-above weight = 10%,just_above_weight
22,24752.89975201256,13361.712487730405,12370.43523843099,12370.43523843099,21124.180535052932,29877.92583167476,38631.6711282967,0.1394209523809523,0.024920808245029753,47.58546666666667,46.0,49.0,187834.03707135282,267361.8284905298,212195.14701811204,0.0,Just-above weight = 10%,just_above_weight
23,28700.75975088805,14447.071099342154,11313.309217440634,19918.68594971305,28524.06268198535,37129.439414257766,45734.81614653014,0.14931482993197273,0.027409671406495556,46.97946666666667,45.0,49.0,183886.17707247735,262228.63736491476,208766.19240683527,0.0,Just-above weight = 10%,just_above_weight
24,34549.331400753894,15884.550936751537,18721.52965732025,27179.56407668267,35637.598496045204,44095.63291540768,52553.667334770216,0.1632054421768707,0.030661923831492823,46.12866666666667,44.0,48.0,178037.6054226115,252256.98877501866,203928.96008960757,0.0,Just-above weight = 10%,just_above_weight
25,47524.89922228435,18362.25157878136,25848.88193742954,34161.08817714789,42473.29441686619,59097.70689630284,67409.91313602113,0.19155482993197273,0.03606646104113938,44.392266666666664,42.0,47.0,165062.03760108104,245129.63649490935,192713.3936322952,0.0,Just-above weight = 10%,just_above_weight
26,57136.8914709285,19838.92169513968,32684.577858250545,40850.95591832466,57183.71203847295,73516.46815862118,81682.84621869528,0.2141921088435374,0.03966271950513731,43.00573333333333,40.0,46.0,155450.0453524369,243688.84528825758,183916.40333378618,0.0,Just-above weight = 10%,just_above_weight
27,61031.68021474394,20307.3102237441,39228.61741978316,47249.16730021314,63290.26706107301,71310.81694150296,87351.91670236288,0.22601469387755102,0.041337305666446264,42.2816,39.0,45.0,151555.25660862148,231749.90101255575,179804.21055729841,0.0,Just-above weight = 10%,just_above_weight
28,63594.960459621565,20437.4541180525,37606.27892124164,45481.00062202745,61230.44402359896,76979.88742517047,92729.33082674202,0.23551455782312924,0.042372636516340594,41.699733333333334,38.0,45.0,148991.97636374386,218911.9400013898,177161.92915226507,0.0,Just-above weight = 10%,just_above_weight
29,65161.81494549663,20576.42789455354,35997.60979934284,51457.85425765171,66918.0987159605,82378.34317426936,90108.46540342376,0.24322938775510203,0.04345877981645141,41.2272,38.0,45.0,147425.12187786875,219520.66417468718,176094.1587397236,0.0,Just-above weight = 10%,just_above_weight
30,67094.79404074173,20641.85061208562,41992.03328722883,49579.00510473222,64752.948739739004,79926.89237474585,95100.83600975265,0.251978231292517,0.044419541026119086,40.69133333333333,37.0,44.0,145492.14278262365,221399.51332760666,173967.6431088922,0.0,Just-above weight = 10%,just_above_weight
31,75782.22033277112,21557.447624882217,47700.15595181275,62587.79876351752,77475.44157522236,92363.08438692713,107250.72719863197,0.2758780952380952,0.047281941543196176,39.227466666666665,35.0,43.0,136804.7164905943,208390.71966882137,165667.96392667736,0.0,Just-above weight = 10%,just_above_weight
32,82622.52914646364,21855.810251422612,53121.97779309466,67723.31978149741,82324.66176990024,96926.00375830298,111527.3457467058,0.2965844897959183,0.04887626841542119,37.9592,34.0,42.0,129964.40767690177,208856.52097821026,158664.88090065445,0.0,Just-above weight = 10%,just_above_weight
33,100038.33229161533,22902.507062189994,72572.53997617534,86887.58114127608,101202.62230637687,115517.66347147766,129832.70463657839,0.34224217687074826,0.05224134228263224,35.16266666666667,31.0,39.0,112548.60453175007,192363.9011416835,140974.51154086977,0.0,Just-above weight = 10%,just_above_weight
34,120115.46766359586,23907.449642660802,91196.54443583911,105228.49916238216,119260.45388892514,133292.4086154682,154340.3407052827,0.3958672108843538,0.055633832357406356,31.878133333333334,27.0,36.0,92471.46915976955,176415.80428539927,120821.65010971992,0.0,Just-above weight = 10%,just_above_weight
35,145769.6882407656,24015.563640122757,115875.24481114664,129626.56044315881,143377.876075171,164004.8495231892,177756.1651552014,0.4648631292517007,0.05702593779871041,27.65213333333333,23.0,32.0,66817.24858259979,138071.05619003656,94601.6466479796,0.00013333333333333334,Just-above weight = 10%,just_above_weight
36,166378.1301539083,23602.531409687996,132696.0505395901,152902.06534581204,166372.74188329332,179843.41842077463,200049.43322699654,0.5245028571428572,0.05721278371053423,23.9992,19.0,29.0,46208.80666945709,122516.31768837283,70942.83892614627,0.0016,Just-above weight = 10%,just_above_weight
37,177388.7711619145,22949.002168727144,148674.93898444096,161864.97642739138,175055.01387034185,194840.07003476747,208030.10747771797,0.5629202721088435,0.05681220967700116,21.646133333333335,17.0,26.0,35198.16566145087,106116.47060172562,58430.061191783345,0.0061333333333333335,Just-above weight = 10%,just_above_weight
38,184211.34141587187,22102.362690729195,157357.21097148943,170266.60931990904,183176.0076683286,196085.4060167482,215449.5035393776,0.5924146938775511,0.055905765913142974,19.8396,15.0,24.0,28375.595407493536,91732.95751071218,49819.68438535111,0.013733333333333334,Just-above weight = 10%,just_above_weight
39,188475.83870418175,21355.445845547398,159236.798913915,171869.96413135892,190819.71195752482,203452.87717496871,216086.04239241267,0.6163907482993197,0.05519762218482445,18.371066666666668,14.0,23.0,24111.098119183684,82086.1371165479,43580.60165078222,0.0176,Just-above weight = 10%,just_above_weight
40,197279.79084507533,20126.402949773914,173225.96963703563,185584.50082801338,197943.03201899113,210301.56320996888,222660.09440094663,0.6533496598639456,0.05317692350264854,16.107333333333333,12.0,20.0,15307.145978290073,80318.18057117192,31016.48036402333,0.06986666666666666,Just-above weight = 10%,just_above_weight
41,204469.55403201142,18731.539450682743,180349.289698502,192433.18686301357,204517.08402752515,216600.9811920367,228684.87835654832,0.6876266666666666,0.050616295073114485,14.007866666666667,10.0,18.0,8117.382791353993,66740.96088775052,19027.544309028483,0.2244,Just-above weight = 10%,just_above_weight
42,205692.19725443618,17786.5154017208,181018.7101380133,192827.9732760587,204637.2364141041,216446.49955214944,228255.76269019488,0.7069986394557823,0.04918039081639498,12.821333333333333,9.0,17.0,6894.739568929259,53987.64328372764,16433.864950510004,0.184,Just-above weight = 10%,just_above_weight
43,205889.97952582955,16702.19074892284,187180.81110684804,192948.12566263767,204482.75477421688,216017.38388579612,227552.01299737534,0.7243918367346939,0.047281767955607505,11.756,8.0,15.0,6696.957297535847,49837.987712971255,14057.829229737166,0.1376,Just-above weight = 10%,just_above_weight
44,205185.0589920971,15769.498532515847,187292.9368430189,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.7396125170068027,0.04570533458203105,10.823733333333333,7.0,14.0,7401.877831268305,38324.97199541767,14987.981174060958,0.10506666666666667,Just-above weight = 10%,just_above_weight
45,203319.21739836273,15024.995762504639,181643.1050134232,192640.99723957977,203638.88946573637,214636.78169189295,220135.72780497128,0.7521121088435375,0.0446096485073683,10.058133333333334,7.0,14.0,9267.719425002648,39540.91689274338,18309.989124822216,0.05586666666666667,Just-above weight = 10%,just_above_weight
46,203647.87554840895,13801.584289559585,186722.92413617537,192087.74961234932,202817.40056469722,213547.05151704513,218911.87699321908,0.7719151020408164,0.0420017369440457,8.8452,6.0,12.0,8939.061274956446,41390.24366024736,19533.730556475,0.13466666666666666,Just-above weight = 10%,just_above_weight
47,199751.8588152293,13183.988723865717,180804.85103277102,191266.26071131023,201727.6703898494,206958.37522911903,217419.78490765824,0.7795472108843537,0.04115101159516812,8.377733333333333,5.0,12.0,12835.078008136086,47010.31260937257,24160.234356387926,0.0284,Just-above weight = 10%,just_above_weight
48,195073.13706928864,12600.23379779509,180022.08877826118,185119.53118885978,195314.41601005694,205509.30083125414,210606.7432418527,0.7849414965986395,0.04035712152302415,8.047333333333333,5.0,11.0,17513.79975407678,52890.51727448101,29217.526107549988,0.0068,Just-above weight = 10%,just_above_weight
49,190088.50933713454,12036.690756415761,174124.0865018955,184057.5640199851,189024.30277902985,198957.78029711943,203924.5190561642,0.7892125170068027,0.03956668744593729,7.785733333333333,5.0,11.0,22498.42748623087,58644.652656992635,34693.83681847365,0.0010666666666666667,Just-above weight = 10%,just_above_weight
50,189223.5038575747,10815.066240141661,173062.11933302085,182734.18954800276,187570.22465549377,197242.2948704757,202078.32997796664,0.8076223129251701,0.036511833789134446,6.658133333333334,4.0,10.0,23363.432965790736,64934.76588801973,37484.53206832844,0.010533333333333334,Just-above weight = 10%,just_above_weight
