v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_mult,std_mult,mu,sigma
54,144290.81271099244,12113.647065381376,127624.35707871316,136262.62368436487,144900.89029001654,153539.15689566827,157858.29019849413,0.7344285714285714,0.04579016570511574,30,30
56,136541.33481572958,11036.015812230851,121240.93212380144,129371.06539970892,137501.1986756164,145631.3319515239,149696.39858947767,0.7492061224489797,0.044323959738653614,30,30
58,128394.11642389477,9961.399712422342,114527.98406271369,122158.26738156416,129788.5507004147,133603.69235983992,141233.97567869042,0.7634204081632654,0.04262884890365303,30,30
60,119729.76049534706,8928.09236260164,107482.27890135578,114620.28587705464,121758.29285275345,125327.29634060292,132465.30331630175,0.7764346938775512,0.040841869099657035,30,30
62,110643.87686506692,8022.816726952152,100052.88643212884,106703.4298751041,110028.70159659171,116679.24503956697,120004.51676105458,0.7887346938775511,0.039390694613797246,30,30
64,101296.38960633482,7113.043087581194,92422.57542835816,95510.32774116809,101685.83236678797,107861.33699240783,110949.08930521776,0.7999816326530613,0.037610308065781646,30,30
66,91549.15659287223,6273.07690635078,84352.5633204752,87203.5460965065,92905.51164856911,95756.49442460042,98607.47720063172,0.8106,0.03592360606508902,30,30
68,81745.19702265579,5500.278126902566,73604.35825483719,78850.16656273481,81473.07071668361,86718.8790245812,89341.78317853,0.8200612244897959,0.03423703419720486,30,30
70,71570.02524008614,4758.285779401737,65250.97872106545,67645.80425293175,72435.45531666433,74830.28084853063,77225.10638039693,0.8287938775510204,0.032439230919118704,30,30
72,61574.33364880738,4101.215226046908,56916.788071738265,59093.211238592994,61269.63440544771,65622.48073915717,65622.48073915717,0.8369795918367346,0.030765439807473458,30,30
74,51322.346731917394,3487.122290455383,46225.10926456445,48183.8901147337,52101.4518150722,54060.23266524146,56019.0135154107,0.8445265306122449,0.029065328476558277,30,30
76,41314.08446386685,2918.849871263096,37758.44492593262,39509.23684465447,41260.02876337632,43010.82068209817,44761.61260082002,0.8515244897959182,0.027218935195059583,30,30
78,31145.53649381034,2418.769167173041,27433.92199346998,28978.738392342188,32068.371190086633,33613.187588958855,33613.187588958855,0.8575938775510203,0.025562978798408787,30,30
80,21310.284400221663,1982.0143976440172,18979.975544244095,20329.217119681634,21678.458695119174,23027.700270556714,23027.700270556714,0.8628918367346939,0.02398341359037319,30,30
82,11464.989092251748,1598.611245256065,9125.693323637795,10282.186102584252,11438.678881530715,12595.17166047718,13751.664439423635,0.8677183673469387,0.022568040119133645,30,30
84,2147.862724348683,1251.1313059581653,881.2014480133657,1857.3396052894022,1857.3396052894022,2833.4777625654388,3809.6159198414753,0.8722061224489797,0.02092596566828767,30,30
86,-7149.076750171367,944.2868051237692,-8369.926087989072,-7571.267595672311,-6772.609103355557,-6772.609103355557,-5973.950611038803,0.8759775510204082,0.01930352907895663,30,30
88,-15654.37090389785,701.4216778563111,-16760.90592534709,-16123.225463483242,-15485.545001619394,-14847.864539755552,-14847.864539755552,0.8793510204081634,0.017958496740109256,30,30
90,-24027.439583741067,492.66533839814724,-24467.617851973046,-24467.617851973046,-23987.008305657244,-23506.398759341446,-23506.398759341446,0.8823000000000002,0.016736071496307882,30,30
92,-31392.643564017486,322.74051150884605,-31762.58417998075,-31419.291646898033,-31419.291646898033,-31075.99911381532,-31075.99911381532,0.8849408163265307,0.015349104140552768,30,30
94,-38172.69078965096,189.5057886841867,-38437.75192608428,-38220.10960939881,-38220.10960939881,-38002.467292713336,-38002.467292713336,0.8872306122448981,0.014215857041354956,30,30
96,-44073.246047889974,87.68966251133844,-44218.87596304214,-44110.05480469941,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.8891959183673471,0.013156154383687885,30,30
98,-48126.747052414226,25.39935447900714,-48176.25841799808,-48141.929164689805,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.8908938775510206,0.012079590974757828,30,30
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,30,30
0,24232.991676237143,0.0,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,0.1,2.7755575615628914e-17,35,3
2,22304.862022308916,7.275957614183426e-12,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,0.1,2.7755575615628914e-17,35,3
4,20385.42104911035,7.275957614183426e-12,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,0.1,2.7755575615628914e-17,35,3
6,18483.112372107367,0.0,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,0.1,2.7755575615628914e-17,35,3
8,16580.803695104383,7.275957614183426e-12,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,0.1,2.7755575615628914e-17,35,3
10,14699.220725612016,0.0,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,0.1,2.7755575615628914e-17,35,3
12,12823.880994434863,1.8189894035458565e-12,12823.880994434861,12823.880994434861,12823.880994434861,12823.880994434861,12823.880994434861,0.1,2.7755575615628914e-17,35,3
14,10954.827120784412,3.637978807091713e-12,10954.827120784415,10954.827120784415,10954.827120784415,10954.827120784415,10954.827120784415,0.1,2.7755575615628914e-17,35,3
16,9107.711147427312,0.0,9107.711147427312,9107.711147427312,9107.711147427312,9107.711147427312,9107.711147427312,0.1,2.7755575615628914e-17,35,3
18,7260.5951740702,0.0,7260.5951740702,7260.5951740702,7260.5951740702,7260.5951740702,7260.5951740702,0.1,2.7755575615628914e-17,35,3
20,5435.336165393928,101.18114524642587,5434.204855090764,5434.204855090764,5434.204855090764,5434.204855090764,5434.204855090764,0.10000204081632652,0.0001825247525619264,35,3
22,3623.255250781572,239.6412720227744,3616.689941809105,3616.689941809105,3616.689941809105,3616.689941809105,3616.689941809105,0.1000122448979592,0.0004469527534856407,35,3
24,1902.7282144179069,911.6548809826778,1805.4608185952384,1805.4608185952384,1805.4608185952384,1805.4608185952384,1805.4608185952384,0.10018775510204082,0.0017597659910312874,35,3
26,935.7415551973435,2701.0835532664287,19.065617954023764,19.065617954023764,19.065617954023764,19.065617954023764,8185.443678028139,0.10183265306122449,0.005400107978620238,35,3
28,4048.152393343103,6709.095364289232,-1767.3295826871836,-1767.3295826871836,6107.392118098571,6107.392118098571,13982.113818884376,0.11205714285714284,0.013909856755269024,35,3
30,21505.312637015224,13264.513401899065,4057.1741997117497,11644.146017215193,19231.117834718534,26818.089652221985,41992.03328722883,0.15387346938775506,0.028544126605692447,35,3
32,66978.6513400889,20231.68078973249,38520.63580469189,53121.97779309466,67723.31978149741,82324.66176990024,96926.00375830298,0.2616,0.045244218786614,35,3
34,142299.16955556802,24349.066376120707,112244.4765256537,126276.43125219666,140308.3859787397,161356.31806855422,175388.27279509723,0.44748979591836735,0.056661496607786806,35,3
36,219635.79691249435,21627.7113017445,193314.0949582559,206784.77149573722,220255.4480332185,233726.12457069982,247196.80110818107,0.6536000000000001,0.05242579905444735,35,3
38,267334.7960138662,14712.116350024991,247722.99941042654,260632.39775884605,267087.0969330559,279996.4952814755,286451.1944556852,0.8026673469387756,0.03721286019328666,35,3
40,280484.11702713266,7765.409434426058,272094.21916485764,278273.48476034653,284452.7503558354,284452.7503558354,290632.01595132425,0.8731877551020409,0.020517356454192347,35,3
42,273635.8086139189,3317.067038926067,269588.1836733538,269588.1836733538,275492.8152423765,275492.8152423765,275492.8152423765,0.8948653061224492,0.00917181638190822,35,3
44,260301.7067228565,1129.558937845603,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,0.8993591836734697,0.003273843431222935,35,3
46,245713.8744689995,343.85076109947113,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,0.8999326530612247,0.0010464254619402735,35,3
48,230992.05262213782,150.7183973512006,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,0.8999857142857145,0.00048273395361300703,35,3
50,216586.43530043957,2.9103830456733704e-11,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,0.9000000000000002,2.220446049250313e-16,35,3
52,202176.35771663205,0.0,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,0.9000000000000002,2.220446049250313e-16,35,3
54,188092.2233182751,0.0,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,0.9000000000000002,2.220446049250313e-16,35,3
56,174086.79841720016,5.820766091346741e-11,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,0.9000000000000002,2.220446049250313e-16,35,3
58,160309.68397581668,2.9103830456733704e-11,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,0.9000000000000002,2.220446049250313e-16,35,3
60,146741.31726769943,0.0,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,0.9000000000000002,2.220446049250313e-16,35,3
62,133305.60364700507,0.0,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,0.9000000000000002,2.220446049250313e-16,35,3
64,120212.34624364763,5.820766091346741e-11,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.9000000000000002,2.220446049250313e-16,35,3
66,107160.42552872562,1.4551915228366852e-11,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.9000000000000002,2.220446049250313e-16,35,3
68,94587.59148642764,2.9103830456733704e-11,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.9000000000000002,2.220446049250313e-16,35,3
70,82014.75744412954,1.4551915228366852e-11,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.9000000000000002,2.220446049250313e-16,35,3
72,69975.3270728666,0.0,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.9000000000000002,2.220446049250313e-16,35,3
74,57977.79436557995,7.275957614183426e-12,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.9000000000000002,2.220446049250313e-16,35,3
76,46512.40451954187,1.4551915228366852e-11,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.9000000000000002,2.220446049250313e-16,35,3
78,35158.00398783106,0.0,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.9000000000000002,2.220446049250313e-16,35,3
80,24376.941845994264,1.0913936421275139e-11,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.9000000000000002,2.220446049250313e-16,35,3
82,13751.66443942364,3.637978807091713e-12,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.9000000000000002,2.220446049250313e-16,35,3
84,3809.615919841475,4.547473508864641e-13,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.9000000000000002,2.220446049250313e-16,35,3
86,-5973.950611038802,9.094947017729282e-13,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.9000000000000002,2.220446049250313e-16,35,3
88,-14847.864539755561,9.094947017729282e-12,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.9000000000000002,2.220446049250313e-16,35,3
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,35,3
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,35,3
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,35,3
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,35,3
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,35,3
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,35,3
0,24232.991676237143,0.0,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,0.1,2.7755575615628914e-17,35,5
2,22304.862022308916,7.275957614183426e-12,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,0.1,2.7755575615628914e-17,35,5
4,20385.42104911035,7.275957614183426e-12,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,0.1,2.7755575615628914e-17,35,5
6,18483.112372107367,0.0,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,0.1,2.7755575615628914e-17,35,5
8,16580.803695104383,7.275957614183426e-12,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,0.1,2.7755575615628914e-17,35,5
10,14700.541117871724,118.09209253891794,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,0.10000204081632652,0.0001825247525619264,35,5
12,12826.445234475452,162.1565065486344,12823.880994434861,12823.880994434861,12823.880994434861,12823.880994434861,12823.880994434861,0.10000408163265305,0.0002581128449593855,35,5
14,10963.534953230237,294.2496468781361,10954.827120784415,10954.827120784415,10954.827120784415,10954.827120784415,10954.827120784415,0.10001428571428572,0.0004827339536130071,35,5
16,9153.54978056205,663.5153084014909,9107.711147427312,9107.711147427312,9107.711147427312,9107.711147427312,9107.711147427312,0.10007755102040818,0.0011225528708877614,35,5
18,7484.963220466557,1445.994568525786,7260.5951740702,7260.5951740702,7260.5951740702,7260.5951740702,7260.5951740702,0.10039183673469389,0.0025252873535980772,35,5
20,6257.798755794968,2707.123201395218,5434.204855090764,5434.204855090764,5434.204855090764,5434.204855090764,5434.204855090764,0.10148571428571428,0.004883488828732808,35,5
22,6260.321021388916,4786.994239533812,3616.689941809105,3616.689941809105,3616.689941809105,12370.43523843099,12370.43523843099,0.10493061224489796,0.008928179349991947,35,5
24,9219.985241468881,7839.797725710717,1805.4608185952384,1805.4608185952384,10263.495237957715,10263.495237957715,18721.52965732025,0.11431224489795914,0.015133149289344162,35,5
26,17943.24466255922,11728.49045952959,19.065617954023764,8185.443678028139,16351.821738102313,24518.19979817637,32684.577858250545,0.13583469387755098,0.02344803989165227,35,5
28,35603.14658860427,16090.598962113665,13982.113818884376,21856.835519670072,37606.27892124164,45481.00062202745,53355.722322813206,0.17747959183673467,0.03336037342095419,35,5
30,64814.59288575623,20417.708331946298,41992.03328722883,49579.00510473222,64752.948739739004,79926.89237474585,95100.83600975265,0.24707142857142855,0.04393720553229922,35,5
32,105058.03866196908,23487.1873056281,75023.99077569884,89625.3327641016,104226.67475250442,118828.01674090722,133429.35872930996,0.3467571428571429,0.052524525875147096,35,5
34,151287.51355508922,24547.190576345187,119260.45388892514,133292.4086154682,154340.3407052827,168372.29543182574,182404.25015836878,0.4684061224489796,0.057122541541729285,35,5
36,195274.07839445947,22871.47626924247,166372.74188329332,179843.41842077463,193314.0949582559,213520.10976447788,226990.7863019592,0.5945469387755102,0.055440698381855634,35,5
38,229314.1973655802,19212.18845866523,202540.105190958,215449.5035393776,228358.9018877971,241268.3002362167,254177.69858463632,0.7064979591836734,0.04859535270859724,35,5
40,249610.18888747194,14796.771270308716,228839.35999643547,241197.89118741325,247377.15678290214,259735.68797387992,265914.95356936875,0.7916142857142856,0.03909525094429418,35,5
42,256096.10053813693,10355.476452943365,240065.02582824032,251874.2889662857,257778.92053530843,263683.55210433115,269588.1836733538,0.8463673469387755,0.028633285809116855,35,5
44,252554.83167494283,6551.549053974344,243623.60434284533,249256.67109282798,254889.73784281063,254889.73784281063,260522.80459279328,0.8769061224489797,0.01898860264484984,35,5
46,242865.82274433572,3887.277908570113,235006.35342174093,240371.17889791488,245736.00437408878,245736.00437408878,245736.00437408878,0.8912653061224491,0.011829976959070744,35,5
48,230117.84124872016,2127.300559258265,225899.0704736485,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,0.8971857142857145,0.006813502714608864,35,5
50,216343.42453628813,1094.5362853300546,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,0.899179591836735,0.003695171720522367,35,5
52,202118.60304060174,515.8510919687329,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,0.8997938775510206,0.001841036911531374,35,5
54,188078.18613504092,245.82803556853085,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,0.8999469387755105,0.0009292417405667332,35,5
56,174082.7333505622,128.4844037392615,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,0.8999836734693879,0.0005160320205478883,35,5
58,160308.25329769438,73.86604677161347,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,0.8999938775510207,0.00031610261989693415,35,5
60,146741.31726769943,0.0,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,0.9000000000000002,2.220446049250313e-16,35,5
62,133305.60364700507,0.0,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,0.9000000000000002,2.220446049250313e-16,35,5
64,120212.34624364763,5.820766091346741e-11,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.9000000000000002,2.220446049250313e-16,35,5
66,107160.42552872562,1.4551915228366852e-11,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.9000000000000002,2.220446049250313e-16,35,5
68,94587.59148642764,2.9103830456733704e-11,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.9000000000000002,2.220446049250313e-16,35,5
70,82014.75744412954,1.4551915228366852e-11,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.9000000000000002,2.220446049250313e-16,35,5
72,69975.3270728666,0.0,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.9000000000000002,2.220446049250313e-16,35,5
74,57977.79436557995,7.275957614183426e-12,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.9000000000000002,2.220446049250313e-16,35,5
76,46512.40451954187,1.4551915228366852e-11,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.9000000000000002,2.220446049250313e-16,35,5
78,35158.00398783106,0.0,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.9000000000000002,2.220446049250313e-16,35,5
80,24376.941845994264,1.0913936421275139e-11,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.9000000000000002,2.220446049250313e-16,35,5
82,13751.66443942364,3.637978807091713e-12,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.9000000000000002,2.220446049250313e-16,35,5
84,3809.615919841475,4.547473508864641e-13,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.9000000000000002,2.220446049250313e-16,35,5
86,-5973.950611038802,9.094947017729282e-13,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.9000000000000002,2.220446049250313e-16,35,5
88,-14847.864539755561,9.094947017729282e-12,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.9000000000000002,2.220446049250313e-16,35,5
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,35,5
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,35,5
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,35,5
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,35,5
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,35,5
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,35,5
0,24237.536553278547,234.6524315164587,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,24232.991676237143,0.10000612244897959,0.00031610261989693404,35,8
2,22318.142507170156,395.7247758078747,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,22304.86202230891,0.1000183673469388,0.0005473003678311122,35,8
4,20421.331978217044,641.3897025588249,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,20385.421049110344,0.10005102040816329,0.0009112536275250882,35,8
6,18576.752546167187,1018.928096978099,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,18483.112372107367,0.10013673469387756,0.0014878530803940212,35,8
8,16826.745031202623,1634.6436127651607,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,16580.80369510439,0.10036938775510204,0.0024551274872720626,35,8
10,15265.669005026046,2426.0600792523906,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,14699.220725612016,0.10087551020408166,0.003749751623039264,35,8
12,14047.023493795901,3505.1116656122995,12823.880994434861,12823.880994434861,12823.880994434861,12823.880994434861,23080.84115679156,0.1019469387755102,0.00557926637152963,35,8
14,13430.339487526473,4904.469303097576,10954.827120784415,10954.827120784415,10954.827120784415,10954.827120784415,20906.635630300225,0.1040612244897959,0.008046072041807573,35,8
16,14008.826053386441,6843.767826135932,9107.711147427312,9107.711147427312,9107.711147427312,18757.949702109312,18757.949702109312,0.10829183673469388,0.011578468685864193,35,8
18,16261.025868574054,9031.812733420984,7260.5951740702,7260.5951740702,16609.263773918385,25957.932373766627,25957.932373766627,0.11571836734693874,0.015773172992639334,35,8
20,20831.338081168014,11522.932755948934,5434.204855090764,14484.687280411694,23535.169705732682,23535.169705732682,32585.652131053546,0.1277755102040816,0.02078668357572866,35,8
22,29211.546970969448,14426.639632764973,12370.43523843099,21124.180535052932,29877.92583167476,38631.6711282967,47385.41642491857,0.14773673469387752,0.02690699416249379,35,8
24,41085.62991641706,17161.116278333873,18721.52965732025,27179.56407668267,44095.63291540768,52553.667334770216,61011.70175413269,0.1758224489795918,0.033126075913939165,35,8
26,57534.86629505612,19994.123834732512,32684.577858250545,40850.95591832466,57183.71203847295,73516.46815862118,81682.84621869528,0.2149877551020408,0.039973005468450305,35,8
28,78446.55434194184,22046.142286942024,53355.722322813206,61230.44402359896,76979.88742517047,92729.33082674202,108478.77422831353,0.26630612244897955,0.04570790316231112,35,8
30,103036.80853086122,23897.015027406756,72339.92055724241,87513.86419224925,102687.80782725604,117861.75146226288,133035.69509726966,0.3293224489795918,0.05142438337336787,35,8
32,129808.22591618607,24805.885959214476,96926.00375830298,111527.3457467058,126128.68773510854,148030.70071771278,162632.04270611552,0.4021061224489796,0.05547353891151105,35,8
34,156408.300033107,24532.478660709992,126276.43125219666,140308.3859787397,154340.3407052827,175388.27279509723,189420.22752164028,0.48032244897959187,0.05708830617742493,35,8
36,180993.47743016208,23203.308214529523,152902.06534581204,166372.74188329332,179843.41842077463,200049.43322699654,213520.10976447788,0.5599306122448979,0.05624506249790808,35,8
38,201361.31575426794,21269.94592863898,176721.30849411883,189630.70684253838,202540.105190958,215449.5035393776,228358.9018877971,0.6357938775510203,0.05380024908244179,35,8
40,216271.5061834106,18476.652512547902,191763.7664235023,204122.29761448002,216480.82880545774,228839.35999643547,241197.89118741325,0.7035285714285715,0.048818039651532245,35,8
42,225211.18703741752,15523.124633929656,204637.2364141041,216446.49955214944,228255.76269019488,234160.3942592176,245969.65739726304,0.7609693877551021,0.042922029354575446,35,8
44,228086.90211304944,12647.296791972065,209825.20384294947,221091.33734291472,226724.40409289743,237990.53759286267,243623.60434284533,0.8059897959183673,0.036656139080353485,35,8
46,225839.20788932868,9960.277009971438,213547.05151704513,218911.87699321908,224276.70246939303,235006.35342174093,240371.17889791488,0.8394489795918366,0.030311660319975925,35,8
48,219497.9571665393,7475.3466129854705,210606.7432418527,215704.1856524513,220801.62806304992,225899.0704736485,225899.0704736485,0.8631714285714286,0.02394268840787486,35,8
50,210310.47073969315,5389.727905218907,202078.32997796664,206914.36508545763,211750.40019294858,216586.43530043954,216586.43530043954,0.8788122448979593,0.01819580620908292,35,8
52,198905.49883649795,3826.1094148966054,193027.10210786536,197601.7299122487,197601.7299122487,202176.35771663205,202176.35771663205,0.8883265306122451,0.013655120188849606,35,8
54,186495.2237795552,2609.5391957147335,183773.09001544924,183773.09001544924,188092.2233182751,188092.2233182751,188092.2233182751,0.8939632653061227,0.009864183060711452,35,8
56,173359.65962233618,1721.6828248039315,170021.73177924636,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,0.8970795918367348,0.006914796200705603,35,8
58,159994.93478891408,1105.3628173991824,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,0.89865306122449,0.004730293521688977,35,8
60,146609.26413864898,696.9250418883653,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,0.8993959183673471,0.003188107848470262,35,8
62,133254.061935322,417.4474389721243,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,0.8997469387755105,0.0020495974351030077,35,8
64,120191.50391553613,257.497762661611,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.8998897959183676,0.0013615227773414174,35,8
66,107151.15983470352,162.26669707391315,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.8999469387755105,0.0009292417405667332,35,8
68,94584.64071925444,87.9253800048182,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.8999816326530614,0.0005473003678311123,35,8
70,82012.66197178914,70.80889532918557,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.8999857142857145,0.00048273395361300703,35,8
72,69974.51091417903,42.13835023413847,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.8999938775510207,0.00031610261989693415,35,8
74,57977.30467036741,30.967172995710385,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.8999959183673472,0.0002581128449593853,35,8
76,46512.40451954187,1.4551915228366852e-11,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.9000000000000002,2.220446049250313e-16,35,8
78,35158.00398783106,0.0,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.9000000000000002,2.220446049250313e-16,35,8
80,24376.941845994264,1.0913936421275139e-11,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.9000000000000002,2.220446049250313e-16,35,8
82,13751.66443942364,3.637978807091713e-12,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.9000000000000002,2.220446049250313e-16,35,8
84,3809.615919841475,4.547473508864641e-13,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.9000000000000002,2.220446049250313e-16,35,8
86,-5973.950611038802,9.094947017729282e-13,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.9000000000000002,2.220446049250313e-16,35,8
